Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
T,Fieldworker,Su,2,,,73/92,legendmaker,Ken Sugimori,,,
T,Strange Cave,S,2,,,77/92,legendmaker,Ryo Ueda,,,
T,Claw Fossil,T,1,,,78/92,legendmaker,Ryo Ueda,,,
T,Root Fossil,T,1,,,80/92,legendmaker,Ryo Ueda,,,
T,React Energy,E,2,,,82/92,legendmaker,Takumi Akabane,,,
94,Gengar GL,P,2,,Gym Leader's,40/111,risingrivals,Naoyo Kimura,,,
471,Glaceon,W,2,,,41/111,risingrivals,Naoyo Kimura,,,
450,Hippowdon,Fg,2,,Elite Four's,42/111,risingrivals,Kagemaru Himeno,,,
305,Lairon,Sl,2,,,44/111,risingrivals,Yukiko Baba,,,
212,Scizor,G,2,,Elite Four's,48/111,risingrivals,Kouki Saitou,,,8/30/2019
357,Tropius,G,2,,,52/111,risingrivals,Ken Sugimori,,,
136,Flareon,F,1,,Elite Four's,60/111,risingrivals,Masakazu Fukuda,,,
472,Gliscor,Fg,1,,Elite Four's,62/111,risingrivals,Kagemaru Himeno,,,
30,Nidorina,P,1,,,73/111,risingrivals,Ken Sugimori,,,
195,Quagsire GL,W,1,,,76/111,risingrivals,Midori Harada,,,
422,Shellos,W,1,,,79/111,risingrivals,Tomokazu Komiya,,,8/17/2019
363,Spheal,W,1,,,82/111,risingrivals,Tomokazu Komiya,,,
120,Staryu,W,1,,,83/111,risingrivals,Atsuko Nishida,,,
T,Lucian's Assignment,Su,2,Full,,92/111,risingrivals,Ken Sugimori,,,
T,SP Energy,E,2,,,101/111,risingrivals,Kent Kanetsuna,,,
5,Charmeleon,F,2,,,2/70,dragonmajesty,kodama,,,1/5/2020
255,Torchic,F,1,,,4//70,dragonmajesty,Kouki Saitou,,,
256,Combusken,F,2,,,5/70,dragonmajesty,Ken Sugimori,,,
257,Blaziken,F,3,,,6/70,dragonmajesty,Kouki Saitou,,,
494,Victini,F,3,Full,Prism Star,7/70,dragonmajesty,Shin Nagasawa,,,1/5/2020
554,Darumaka,F,1,,,8/70,dragonmajesty,Mitsuhiro Arita,,,1/5/2020
631,Heatmor,F,2,Reverse,,10/70,dragonmajesty,Ken Sugimori,,,1/5/2020
726,Litten,F,1,,,12/70,dragonmajesty,Ryota Murayama,,,1/5/2020
757,Salandit,F,1,,,13/70,dragonmajesty,MAHOU,,,1/5/2020
758,Salazzle,F,2,,,14/70,dragonmajesty,Maoki Saito,,,1/5/2020
116,Horsea,W,1,,,15/70,dragonmajesty,Yukiko Baba,,,1/5/2020
117,Seadra,W,2,,,17/70,dragonmajesty,Yumi,,,1/5/2020
230,Kingdra GX,W,5,Full,Full Art,18/70,dragonmajesty,5ban Graphics,,,1/5/2020
129,Magikarp,W,1,,,19/70,dragonmajesty,Sekio,,,1/5/2020
158,Totodile,W,1,,,22/70,dragonmajesty,Hironobu Yoshida,,,1/5/2020
159,Croconaw,W,2,Reverse,,23/70,dragonmajesty,Ken Sugimori,,,1/5/2020
160,Feraligatr,W,3,Art,,24/70,dragonmajesty,Ken Sugimori,,,1/5/2020
194,Wooper,W,1,,,25/70,dragonmajesty,Shibuzoh.,,,1/5/2020
195,Quagsire,W,2,,,26/70,dragonmajesty,Ken Sugimori,,,1/5/2020
349,Feebas,W,1,,,28/70,dragonmajesty,Shin Nagasawa,,,1/5/2020
746,Wishiwashi,W,1,,,31/70,dragonmajesty,Kouki Saitou,,,1/5/2020
328,Trapinch,Fg,1,,,32/70,dragonmajesty,Naoyo Kimura,,,1/5/2020
147,Dratini,Dr,1,,,34/70,dragonmajesty,Ayaka Yoshida,,,1/5/2020
147,Dratini,Dr,1,,,35/70,dragonmajesty,Anesaki Dynamic,,,1/5/2020
148,Dragonair,Dr,2,,,36/70,dragonmajesty,sui,,,1/5/2020
329,Vibrava,Dr,1,,,38/70,dragonmajesty,Ken Sugimori,,,1/5/2020
334,Altaria,Dr,3,Reverse,Alternate Art,40/70,dragonmajesty,Shin Nagasawa,,,7/26/2019
371,Bagon,Dr,1,,,42/70,dragonmajesty,Kouki Saitou,,,1/5/2020
621,Druddigon,Dr,2,,,45/70,dragonmajesty,Mitsuhiro Arita,,,1/5/2020
644,Zekrom,Dr,3,,,46/70,dragonmajesty,Hasuno,,,1/5/2020
776,Turtonator,Dr,2,,,50/70,dragonmajesty,Sumiyoshi Kizuki,,,1/5/2020
780,Drampa,Dr,2,Reverse,,51/70,dragonmajesty,Sanosuke Sakuma,,,1/5/2020
782,Jangmo-o,Dr,2,,,52/70,dragonmajesty,Yusuke Ohmura,,,1/5/2020
115,Kangaskhan,N,1,Reverse,,55/70,dragonmajesty,Naoyo Kimura,,,1/5/2020
333,Swablu,N,1,,,56/70,dragonmajesty,Yukiko Baba,,,7/20/2019
333,Swablu,N,1,,,57/70,dragonmajesty,Shubuzoh.,,,1/5/2020
T,Blaine's Last Stand,Su,3,Art,,58/70,dragonmajesty,Ken Sugimori,,,1/5/2020
T,Fiery Flint,I,2,,,60/70,dragonmajesty,Eske Yoshinob,,,1/5/2020
T,Switch Raft,I,2,,,62/70,dragonmajesty,Yoshinobu Saito,,,1/5/2020
T,Wela Volanco Park,S,2,,,63/70,dragonmajesty,5ban Graphics,,,1/5/2020
201,Unown E,P,1,,,67/75,neodiscovery,CR CG gangs,,,
101,Electrode,El,2,,,27/106,emerald,Masakazu Fukuda,,,
246,Larvitar,Fg,1,,,52/106,emerald,Nakaoka,Used,,8/20/2019
370,Luvdisc,W,1,,,53/106,emerald,Hajime Kusajima,,,
296,Makuhita,Fg,1,,,54/106,emerald,Kouki Saitou,Used,,8/20/2019
307,Meditite,Fg,1,,,55/106,emerald,Kouki Saitou,,,
258,Mudkip,W,1,,,56/106,emerald,Atsuko Nishida,,,
322,Numel,Fg,1,,,58/106,emerald,Masakazu Fukuda,,,
361,Snorunt,W,1,Art,,64/106,emerald,Atsuko Nishida,,,
276,Taillow,N,1,,,68/106,emerald,Naoyo Kimura,Used,,8/20/2019
T,PokeNav,T,2,,,81/106,emerald,Katsura Tabata,,,
T,Scott,Su,2,,,84/106,emerald,Ken Sugimori,,,
419,Floatzel,W,3,,,16/95,unleashed,Masakazu Fukuda,,,
247,Pupitar,Fg,2,Reverse,,38/95,unleashed,Sumiyoshi Kizuki,,,
418,Buizel,W,1,,,45/95,unleashed,Masakazu Fukuda,,,
455,Carnivine,G,1,,,46/95,unleashed,Wataru Kawahara,,,
420,Cherubi,G,1,,,47/95,unleashed,match,,,
246,Larvitar,Fg,1,,,50/95,unleashed,Sumiyoshi Kizuki,,,
56,Mankey,Fg,1,,,53/95,unleashed,Sachiko Adachi,,,
177,Natu,P,1,,,55/95,unleashed,sui,,,
447,Riolu,Fg,1,,,60/95,unleashed,Kouki Saitou,,,
315,Roselia,G,1,,,61/95,unleashed,Takashi Yamaguchi,,,
216,Teddiursa,N,1,,,65/95,unleashed,Kouki Saito,,,
T,Cheerleader's Cheer,Su,2,,,71/95,unleashed,Kouki Saitou,,,
T,Emcee's Chatter,Su,2,,,73/95,unleashed,Kouki Saitou,,,
T,PlusPower,T,2,,,80/95,unleashed,Takashi Yamaguchi,,,
T,Super Scoop Up,T,2,,,83/95,unleashed,Wataru Kawahara,,,
148,Dragonair,N,2,,,32/102,triumphant,Mitsuhiro Arita,,,7/20/2019
233,Porygon2,N,2,,,49/102,triumphant,Kouki Saitou,,,
190,Aipom,N,1,,,55/102,triumphant,Naoyo Kimura,,,
304,Aron,Sl,1,,,56/102,triumphant,Kagemaru Himeno,,,
436,Bronzor,Sl,1,Reverse,,58/102,triumphant,Yuka Morii,,,
314,Illumise,G,1,,,64/102,triumphant,Kent Kanetsuna,Bent,,
401,Kricketot,G,1,,,65/102,triumphant,Tomokazu Komiya,,,
29,Nidoran F,P,1,,,69/102,triumphant,sui,,,
77,Ponyta,F,1,,,72/102,triumphant,Kyoko Umemato,,,
137,Porygon,N,1,,,73/102,triumphant,Kouki Saitou,,,
353,Shuppet,P,1,,,75/102,triumphant,Ryo Ueda,,,
72,Tentacool,W,1,,,80/102,triumphant,Sachiko Adachi,,,
48,Venonat,G,1,,,81/102,triumphant,Hideaki Hakozaki,Tattered,,
100,Voltorb,El,1,,,83/102,triumphant,Masakazu Fukuda,,,
T,Indigo Plateau,S,2,,,86/102,triumphant,Ryo Ueda,Tattered,,
T,Seeker,Su,2,,,88/102,triumphant,Wataru Kawahara,Yes,,
T,Rescue Energy,E,2,,,90/102,triumphant,Kent Kanetsuna,Yes,,
483,Palkia Dialga Legends,W,3,,Full Art / Japanese,072/080,triumphant,Shinji Higuchi,,,
484,Palkia Dialga Legends,W,5,Full,Full Art,102/102,triumphant,Norika,,5.94,
70,Weepinbell,G,2,,,2/168,celestialstorm,Miki Tanaka,,,
123,Scyther,G,2,Reverse,,4/168,celestialstorm,Hajime Kusajima,,,
167,Spinarak,G,1,,,5/168,celestialstorm,Sachiko Adachi,,,9/19/2019
252,Treeko,G,1,,,8/168,celestialstorm,tetsuya koizumi,,,
253,Groyle,G,2,,,9/168,celestialstorm,Shin Nagasawa,,,8/1/2019
254,Sceptile,G,3,Full,Alternate Art,10/168,celestialstorm,Mitsuhiro Arita,,,
273,Seedot,G,1,,,12/168,celestialstorm,Misa Tsutsui,,,
283,Surskit,G,1,,,15/168,celestialstorm,Ken Sugimori,,,
284,Masquerain,G,2,Reverse,,16/168,celestialstorm,Yukiko Baba,,,
313,Volbeat,G,2,Reverse,,17/168,celestialstorm,Saya Tsuruta,,,9/19/2019
331,Cacnea,G,1,,,19/168,celestialstorm,Atsuko Nishida,,,
218,Slugma,F,1,,,23/168,celestialstorm,Midori Harada,,,
219,Magcargo,F,3,,,24/168,celestialstorm,Midori Harada,,,
255,Torchic,F,1,,,26/168,celestialstorm,MAHOU,,,
324,Torkoal,F,2,Reverse,,29/168,celestialstorm,Ken Sugimori,,,8/10/2019
258,Mudkip,W,1,,,32/168,celestialstorm,Shigenori Negishi,,,
258,Mudkip,W,1,,,33/168,celestialstorm,Misa Tsutsui,,,
259,Marshtomp,W,2,,,34/168,celestialstorm,Ken Sugimori,,,
320,Wailmer,W,1,,,39/168,celestialstorm,Kagemaru Himeno,,,
370,Luvdisk,W,1,,,44/168,celestialstorm,Asako Ito,,,9/19/2019
171,Lanturn,El,2,,,50/168,celestialstorm,Aya Kusube,,,8/1/2019
310,Manectric,El,3,,,52/168,celestialstorm,Sanosuke Sakuma,,,
316,Gulpin,P,1,Reverse,,57/168,celestialstorm,Yuka Morii,,,
325,Spoink,P,1,,,59/168,celestialstorm,MAHOU,,,
353,Shuppet,P,1,,,63/168,celestialstorm,Mitsuhiro Arita,,,
353,Shuppet,P,1,,,64/168,celestialstorm,Eri Yamaki,,,
354,Banette,P,3,,,65/168,celestialstorm,Eri Yamaki,,,
232,Donphan,Fg,2,,,73/168,celestialstorm,Ken Sugimori,,,5/11/2019
307,Meditite,Fg,1,,,76/168,celestialstorm,Shibuzoh.,,,5/11/2019
343,Baltoy,Fg,1,,,78/168,celestialstorm,Ken Sugimori,,,
344,Claydol,Fg,3,,,79/168,celestialstorm,Yumi,,,
774,Minior,Fg,2,,,83/146,celestialstorm,sui,,,
19,Alolan Rattata,D,1,,,84/168,celestialstorm,Shibuzoh.,,,8/10/2019
215,Sneasel,D,1,,,86/168,celestialstorm,Ken Sugimori,,,
302,Sableye,D,2,,,88/168,celestialstorm,Yukiko Baba,,,
303,Mawile,Sl,2,,,91/168,celestialstorm,Kagemaru Himeno,,,9/19/2019
374,Beldum,Sl,1,,,92/168,celestialstorm,Naoyo Kimura,,,
374,Beldum,Sl,1,,,93/168,celestialstorm,Hasuno,,,
379,Registeel,Sl,3,,,96/168,celestialstorm,Shin Nagasawa,,,
371,Bagon,Dr,1,,,103/168,celestialstorm,Yumi,,,9/19/2019
372,Shelgon,Dr,2,,,105/168,celestialstorm,Asako Ito,,,8/1/2019
206,Dunsparce,N,2,,,110/168,celestialstorm,Mitsuhiro Arita,,,
278,Wingull,N,1,,,111/168,celestialstorm,Ken Sugimori,,,
287,Slakoth,N,1,,,113/168,celestialstorm,Kagemaru Himeno,,,7/20/2019
288,Vigoroth,N,2,,,114/168,celestialstorm,Kagemaru Himeno,,,8/10/2019
289,Slaking,N,3,Reverse,,115/168,celestialstorm,Ken Sugimori,,,5/11/2019
293,Whismur,N,1,Full,,117/168,celestialstorm,Asako Ito,,,5/11/2019
301,Delcatty,N,3,Card,,121/168,celestialstorm,Sekio,,,8/1/2019
T,Apricorn Maker,Su,2,,,124/168,celestialstorm,Kagemaru Himeno,,,5/11/2019
T,Bill's Maintenance,Su,2,,,126/168,celestialstorm,Ken Sugimori,,,
T,Copycat,Su,2,,,127/168,celestialstorm,Ken Sugimori,,,
T,Energy Recycle System,I,2,,,128/168,celestialstorm,Zu-Ka,,,
T,Fisherman,Su,2,,,130/168,celestialstorm,Masakazu Fukuda,,,8/10/2019
T,Friend Ball,I,2,,,131/168,celestialstorm,Katsura Tabata,,,
T,Hau,Su,2,,,132/168,celestialstorm,TOKIYA,,,
T,The Masked Royal,Su,2,,,139/168,celestialstorm,Ken Sugimori,,,
T,PokeNav,I,2,,,140/168,celestialstorm,Katsura Tabata,,,8/10/2019
T,Super Scoop Up,I,2,,,146/168,celestialstorm,Keiji Kinebuchi,,,
T,Switch,I,2,,,147/168,celestialstorm,Hiromichi Sugiyama,,,
T,Tate & Liza,Su,2,,,148/168,celestialstorm,Megumi Mizutani,,,
T,TV Reporter,Su,2,,,149/168,celestialstorm,Ken Sugimori,,,
384,Rayquaza GX,Dr,5,Full,Full Art / Alternate Art / Textured / Shiny,177a/168,celestialstorm,5ban Graphics,,,1/1/2020
48,Venonant,G,1,,,1/119,phantomforces,Sumiyoshi Kizuki,,,
49,Venomoth,G,3,,,2/119,phantomforces,5ban Graphics,,,
193,Yanma,G,1,,,3/119,phantomforces,Shin Nagasawa,,,
469,Yanmega,G,3,,,4/119,phantomforces,Mitsuhiro Arita,,,
540,Sewaddle,G,1,,,5/119,phantomforces,kawayoo,,,
541,Swadloon,G,2,,,6/119,phantomforces,Tomokazu Komiya,,,
588,Karrablast,G,1,,,8/119,phantomforces,Sanosuke Sakuma,,,
662,Fletchinder,F,2,,,9/119,phantomforces,Suwama Chiaki,,,
663,Talonflame,F,3,,,10/119,phantomforces,Mitsuhiro Arita,,,
667,Litleo,F,1,,,11/119,phantomforces,Atsuko Nishida,,,
158,Totodile,W,1,,,15/119,phantomforces,Kagemaru Himeno,,,
159,Croconaw,W,2,,,16/119,phantomforces,Sumiyashi Kizuki,,,
456,Finneon,W,1,,,18/119,phantomforces,Shinegori Negishi,,,
457,Lumineon,W,2,,,19/119,phantomforces,sui,,,
594,Alomomola,W,1,,,22/119,phantomforces,Kouki Saitou,,,
595,Joltik,El,1,,,26/119,phantomforces,TOKIYA,,,
695,Heliolisk,El,3,Art,,30/119,phantomforces,Kouki Saitou,,,
695,Heliolisk,El,3,Reverse,,30/119,phantomforces,Kouki Saitou,,,
41,Zubat,P,1,,,31/119,phantomforces,match,,,
169,Crobat,P,3,Art,,33/119,phantomforces,Satoshi Shirai,,,
202,Wobbuffet,P,2,,,36/119,phantomforces,sui,,,
316,Gulpin,P,1,,,37/119,phantomforces,Hajima Kusajima,,,
317,Swalot,P,3,,,38/119,phantomforces,Tomokazu Komiya,,,
518,Musharna,P,3,Reverse,,40/119,phantomforces,Suwama Chiaki,,,
710,Pumpkaboo,P,1,,,44/119,phantomforces,HiRON,,,
472,Gliscor,Fg,3,,,47/119,phantomforces,Naoyo Kimura,,,
524,Roggenrola,Fg,1,,,48/119,phantomforces,5ban Graphics,,,
525,Boldore,Fg,2,,,49/119,phantomforces,Midori Harada,,,
198,Murkrow,D,1,,,51/119,phantomforces,Kagemaru Himeno,,,
430,Honchkrow,D,3,,,52/119,phantomforces,Hajime Kusajima,,,
261,Poochyena,D,1,,,53/119,phantomforces,5ban Graphics,,,
262,Mightyena,D,3,,,54/119,phantomforces,Sanosuke Sakuma,,,
442,Spiritomb,D,3,Reverse,,55/119,phantomforces,PLANETA,,,
509,Purrloin,D,1,,,56/119,phantomforces,Kouki Saitou,,,
227,Skarmory,Sl,1,,,59/119,phantomforces,Sanosuke Sakuma,,,
436,Bronzor,Sl,1,,,60/119,phantomforces,Akira Komayama,,,
437,Bronzong,Sl,3,,,61/119,phantomforces,match,,,
589,Escavalier,Sl,3,Reverse,,64/119,phantomforces,Mitsuhiro Arita,,,
707,Klefki,Sl,2,,,66/119,phantomforces,Shin Nagasawa,,,
684,Swirlix,Fa,1,,,68/119,phantomforces,Satashi Shirai,,,
702,Dedenne,Fa,1,,,70/119,phantomforces,5ban Graphics,,,
633,Deino,Dr,1,,,72/119,phantomforces,Shigenori Negishi,,,
634,Zweilous,Dr,2,,,73/119,phantomforces,Kagemaru Himeno,,,
704,Goomy,Dr,1,Reverse,,75/119,phantomforces,Sanosuke Sakuma,,,
706,Goodra,Dr,5,Reverse,,77/119,phantomforces,5ban Graphics,,,
21,Spearow,N,1,,,78/119,phantomforces,Mizue,,,
22,Fearow,N,2,Reverse,,79/119,phantomforces,Shin Nagasawa,,,
113,Chansey,N,1,,,80/119,phantomforces,Naoyo Kimura,,,
242,Blissey,N,3,Art,,81/119,phantomforces,kirisAki,,,
659,Bunnelby,N,1,Reverse,,87/119,phantomforces,Kagemaru Himeno,,,
661,Fletchling,N,1,,,89/119,phantomforces,Kyoko Umemoto,,,
T,AZ,Su,2,,,91/119,phantomforces,Ken Sugimori,,,
T,Battle Compressor,I,2,,,92/119,phantomforces,Toyste Beach,Yes,,
T,Enhanced Hammer,I,2,,,94/119,phantomforces,Ryo Ueda,,,
T,Genger Spirit Link,I,2,,,95/119,phantomforces,5ban Graphics,,,
T,Hand Scope,I,2,Full,,96/119,phantomforces,Toyste Beach,,,
T,Robo Substitute,I,2,,,102/119,phantomforces,Toyste Beach,,,
T,Roller Skates,I,2,,,103/119,phantomforces,5ban Graphics,,,
T,Shauna,Su,2,,,104/119,phantomforces,Ken Sugimori,Yes,,
T,Steel Shelter,S,2,,,105/119,phantomforces,Ryo Ueda,,,
T,Tierno,Su,2,,,107/119,phantomforces,Ken Sugimori,,,
T,Xerosic,Su,2,,,110/119,phantomforces,Yusuke Ohmura,,,
T,Mystery Energy,E,2,,,112/119,phantomforces,5ban Graphics,,,
103 & 722,Alolan Exeggutor & Rowlet GX,G,5,Full,Full Art / Team Up,1/236,unifiedminds,Mitsuhiro Arita,,,12/20/2019
193,Yanma,G,1,,,2/236,unifiedminds,Eri Yamaki,,,9/19/2019
469,Yanmega,G,2,,,3/236,unifiedminds,Hitoshi Ariga,,,8/2/2019
251,Celebi,G,2,Art,,4/236,unifiedminds,Megumi Mizutani,,,10/12/2019
285,Shroomish,G,1,,,5/236,unifiedminds,Ken Sugimori,,,10/14/2019
540,Sewaddle,G,1,,,6/236,unifiedminds,Naoyo Kimura,,,8/2/2019
540,Sewaddle,G,1,,,7/236,unifiedminds,Shigenori Negishi,,,8/2/2019
541,Swadloon,G,2,Reverse,,8/236,unifiedminds,Shibuzoh.,,,12/20/2019
557,Dwebble,G,1,,,10/236,unifiedminds,kawayoo,,,8/10/2019
588,Karrablast,G,1,,,12/236,unifiedminds,Ken Sugimori,,,8/2/2019
590,Foongus,G,1,,,13/236,unifiedminds,Ken Sugimori,,,10/14/2019
591,Amoonguss,G,3,,,14/236,unifiedminds,Midori Harada,,,8/2/2019
753,Fomantis,G,1,,,15/236,unifiedminds,Yuka Morii,,,8/2/2019
754,Lurantis,G,2,Reverse,,16/236,unifiedminds,AKIRA EGAWA,,,8/2/2019
761,Bounsweet,G,1,Reverse,,17/236,unifiedminds,Mizue,,,10/14/2019
762,Steenee,G,2,Reverse,,18/236,unifiedminds,Kagemaru Himeno,,,8/2/2019
781,Dhelmise,G,2,,,20/236,unifiedminds,TOKIYA,,,8/2/2019
126,Magmar,F,1,,,21/236,unifiedminds,Hiroki Asanuma,,,8/2/2019
322,Numel,F,1,,,23/236,unifiedminds,Motofumi Fujiwara,,,8/10/2019
323,Camerupt,F,3,Reverse,,24/236,unifiedminds,Masakazu Fukuda,,,10/14/2019
607,Litwick,F,1,,,27/236,unifiedminds,MAHOU,,,8/25/2019
607,Litwick,F,1,,,28/236,unifiedminds,sowsow,,,8/2/2019
608,Lampent,F,2,,,29/236,unifiedminds,Sachiko Adachi,,,8/2/2019
662,Fletchinder,F,1,Revere,,31/236,unifiedminds,Mina Nakai,,,10/14/2019
663,Talonflame,F,3,,,32/236,unifiedminds,SATOSHI NAKAI,,,8/10/2019
757,Salandit,F,1,,,33/236,unifiedminds,Kyoko Umemoto,,,8/2/2019
758,Salazzle,F,3,,,34/236,unifiedminds,Midori Harada,,,12/20/2019
79 & 54,Slowpoke & Psyduck GX,W,5,Full,Full Art / Team Up,35/236,unifiedminds,Mitsuhiro Arita,,,10/14/2019
131,Lapras,W,2,,,36/236,unifiedminds,Kagemaru Himeno,,,10/14/2019
361,Snorunt,W,1,,,37/236,unifiedminds,Naoyo Kimura,,,8/10/2019
456,Finneon,W,1,,,39/236,unifiedminds,sui,,,8/2/2019
457,Lumineon,W,2,,,40/236,unifiedminds,Sekio,,,8/10/2019
459,Snover,W,1,,,41/236,unifiedminds,otumami,,,10/14/2019
550,Basculin,W,2,Reverse,,43/236,unifiedminds,SATOSHI NAKAI,,,8/2/2019
564,Tirtouga,W,2,,,44/236,unifiedminds,HYOGONOSUKE,,,8/25/2019
565,Carracosta,W,2,Reverse,,45/236,unifiedminds,Kouki Saitou,,,8/2/2019
615,Cryogonal,W,1,,,46/236,unifiedminds,Ken Sugimori,,,8/25/2019
751,Dewpider,W,1,,,48/236,unifiedminds,Atsuko Nishida,,,10/12/2019
752,Araquanid,W,3,,,49/236,unifiedminds,Misa Tsutsui,,,9/7/2019
767,Wimpod,W,1,,,50/236,unifiedminds,Tomokazu Komiya,,,8/2/2019
771,Pyukumuku,W,2,Reverse,,52/236,unifiedminds,OOYAMA,,,8/2/2019
788,Tapu Fini,W,3,,,53/236,unifiedminds,Hasuno,,,12/20/2019
25,Pikachu,El,1,,,55/236,unifiedminds,Sanosuke Sakuma,,,8/2/2019
25,Pikachu,El,1,,,56/236,unifiedminds,Misa Tsutsui,,,8/2/2019
26,Alolan Raichu,El,3,Reverse,,57/236,unifiedminds,Kouki Saitou,,,10/12/2019
81,Magnemite,El,1,,,58/236,unifiedminds,sowsow,,,8/2/2019
82,Magneton,El,2,,,59/236,unifiedminds,Yumi,,,8/2/2019
595,Joltik,El,1,,,61/236,unifiedminds,Midori Harada,,,8/2/2019
596,Galvantula,El,3,,,62/236,unifiedminds,Yumi,,,10/14/2019
602,Tynamo,El,1,,,63/236,unifiedminds,Mina Nokai,,,8/2/2019
602,Tynamo,El,1,,,64/236,unifiedminds,SATOSHI NAKAI,,,8/10/2019
603,Eelektrik,El,2,,,65/236,unifiedminds,Midori Harada,,,10/12/2019
618,Stunfisk,El,1,,,67/236,unifiedminds,MAHOU,,,8/2/2019
642,Thundurus,El,2,Reverse,,68/236,unifiedminds,Anesaki Dynamic,,,12/20/2019
785,Tapu Koko,El,3,Art,,69/236,unifiedminds,Shin Nagasawa,,,10/14/2019
796,Xurkitree,El,3,,,70/236,unifiedminds,Satoshi Shirai,,,12/20/2019
102,Exeggcute,P,1,,,73/236,unifiedminds,otumami,,,10/14/2019
105,Alolan Maroak,P,3,,,75/236,unifiedminds,Masakazu Fukuda,,,8/2/2019
124,Jynx,P,2,Reverse,,76/236,unifiedminds,sowsow,,,10/14/2019
360,Wynaut,P,2,,,77/236,unifiedminds,Kagemaru Himeno,,,8/2/2019
425,Drifloon,P,1,Reverse,,80/236,unifiedminds,ryoma uratsuka,,,8/2/2019
426,Drifblim,P,3,,,81/236,unifiedminds,Mizue,,,8/2/2019
451,Skorupi,P,1,,,82/236,unifiedminds,Ken Sugimori,,,8/2/2019
480,Uxie,P,3,Reverse / Art,,83/236,unifiedminds,kodama,,,10/14/2019
482,Azelf,P,2,,,85/236,unifiedminds,Mizue,,,8/25/2019
488,Cresselia,P,2,,,87/236,unifiedminds,Megumi Mizutani,,,8/2/2019
517,Munna,P,1,,,88/236,unifiedminds,Shibuzoh.,,,8/2/2019
